Type,Name,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,
LB,Ukeme Eligwe,26,FA,0,0,71,73,79,81,54,56,67,69,65,67,65,67,37,38,43,44,58,60,65,67,75,47,40,37
LB,Pita Taumoepenu,26,FA,0,0,67,69,85,88,57,59,72,74,51,53,51,53,40,41,31,32,57,59,63,65,84,47,42,40
S,Shalom Luani,26,HOU,1,500000,75,77,88,91,48,49,71,73,46,47,46,47,46,47,53,55,63,65,66,68,78,45,46,46
CB,Deante Burton,26,FA,0,0,77,79,90,92,38,39,70,71,35,36,35,36,41,42,48,49,69,70,64,65,73,41,41,41
DL,Eli Ankou,26,FA,0,0,46,47,55,56,69,70,63,64,61,62,61,62,49,50,30,31,47,48,49,50,73,54,51,49
CB,Dee Virgin,27,FA,0,0,80,81,82,83,45,45,68,69,37,37,37,37,33,33,41,41,63,64,61,62,77,40,35,33
CB,Lenzy Pipkins,27,FA,0,0,80,81,78,79,45,45,65,66,42,42,42,42,45,45,46,46,62,63,60,61,61,42,44,45
DL,Jeremiah Valoaga,26,FA,0,0,46,47,77,79,51,52,62,63,51,52,51,52,43,44,33,34,50,51,51,52,69,45,44,43
LB,Calvin Munson,26,FA,0,0,59,61,77,79,57,59,66,68,65,67,65,67,43,44,36,37,53,55,60,62,73,47,44,43
EDGE,Alex Barrett,26,FA,0,0,52,53,75,77,57,58,65,66,57,58,57,58,40,41,34,35,49,50,54,55,77,46,42,40
S,Maurice Smith,25,FA,0,0,71,74,85,88,44,46,68,71,46,48,46,48,46,48,41,43,60,62,63,66,75,44,45,46
LB,Isaiah Irving,26,FA,0,0,55,57,82,84,52,54,67,69,59,61,59,61,39,40,31,32,58,60,60,62,75,46,41,39
LB,Joe Jones,26,FA,0,0,75,77,89,92,51,53,71,73,54,56,54,56,43,44,44,45,66,68,69,71,78,46,44,43
EDGE,Cameron Malveaux,26,FA,0,0,61,62,72,73,55,56,63,64,54,55,54,55,41,42,27,28,58,59,56,57,73,43,42,41
DL,Daniel Ross,27,FA,0,0,51,52,69,70,71,72,67,68,55,56,55,56,49,49,20,20,50,51,52,53,65,56,51,49
CB,Breon Borders,25,FA,0,0,78,80,85,88,46,47,70,72,42,43,42,43,38,39,50,52,63,65,64,66,80,42,39,38
CB,Nick Nelson,24,FA,0,0,77,80,88,91,42,44,69,72,40,42,40,42,46,48,38,40,68,71,64,67,82,46,46,46
EDGE,John Franklin-Myer,24,FA,0,0,59,61,74,77,77,80,71,74,52,54,52,54,44,46,20,21,54,56,55,57,80,56,48,44
CB,Davontae Harris,25,FA,0,0,82,84,85,88,46,47,69,71,38,39,38,39,46,47,45,46,65,67,64,66,67,46,46,46
EDGE,Andrew Brown,25,FA,0,0,51,53,72,74,80,82,72,74,57,59,57,59,43,44,20,21,49,50,53,55,73,57,48,43
LB,Duke Ejiofor,25,FA,0,0,57,59,80,83,63,66,70,73,57,59,57,59,50,52,34,35,57,59,58,60,73,54,51,50
LB,Christian Sam,24,FA,0,0,63,63,83,83,61,61,72,72,57,57,57,57,36,36,39,39,56,56,62,62,63,57,43,36
S,Marcell Harris,26,FA,0,0,73,75,81,83,43,44,65,67,51,53,51,53,46,47,43,44,61,63,62,64,65,46,46,46
LB,Jacob Martin,25,FA,0,0,73,76,82,85,55,57,68,71,57,59,57,59,46,48,34,35,63,66,65,68,80,50,47,46
CB,Simeon Thomas,27,FA,0,0,80,81,85,86,48,48,70,71,39,39,39,39,35,35,43,43,68,69,63,64,80,43,38,35
CB,Tremon Smith,24,PHI,1,500000,86,89,86,89,41,43,69,72,35,36,35,36,42,44,55,57,66,69,65,68,80,43,42,42
LB,Trevon Young,25,FA,0,0,61,63,79,82,61,63,69,72,52,54,52,54,36,37,28,29,54,56,57,59,47,60,44,36
CB,Cornell Armstrong,25,FA,0,0,82,84,83,85,44,45,68,70,41,42,41,42,37,38,46,47,66,68,63,65,75,42,39,37
EDGE,Ade Aruna,26,FA,0,0,69,70,74,75,51,52,64,65,54,55,54,55,37,38,24,24,60,61,58,59,73,34,36,37
CB,Jermaine Kelly,25,FA,0,0,77,79,82,84,45,46,67,69,38,39,38,39,41,42,41,42,62,64,60,62,75,48,43,41
LB,Devante Downs,25,FA,0,0,57,59,80,83,54,56,66,69,63,66,63,66,38,40,44,46,54,56,60,62,69,45,40,38
LB,Quentin Poling,26,FA,0,0,71,73,83,85,54,56,70,72,52,54,52,54,34,35,43,44,62,64,63,65,82,41,36,34
EDGE,Zach Sieler,25,FA,0,0,57,59,71,73,77,79,69,71,57,59,57,59,38,39,18,19,49,50,55,57,77,54,43,38
CB,Greg Stroman,24,FA,0,0,80,83,83,86,39,41,65,68,33,34,33,34,51,53,51,53,66,69,60,62,75,57,53,51
CB,Keion Crossen,24,FA,0,0,90,93,92,95,38,40,71,74,41,43,41,43,41,43,39,41,76,79,72,75,78,42,41,41
LB,Kendall Donnerson,24,FA,0,0,75,78,81,84,51,54,68,71,52,55,52,55,36,38,39,41,65,68,63,66,80,48,40,36
LB,Emmanuel Ellerbee,24,SEA,1,500000,69,69,75,75,49,49,63,63,54,54,54,54,41,41,33,33,61,61,59,59,75,44,42,41
LB,Skai Moore,25,FA,0,0,63,66,80,83,51,53,66,69,59,61,59,61,43,45,47,49,60,62,61,63,71,46,44,43
S,Quin Blanding,24,FA,0,0,71,74,85,88,41,43,68,71,44,46,44,46,35,37,43,45,58,61,62,65,78,39,36,35
DL,Justin Zimmer,28,FA,0,0,54,54,81,81,80,80,76,76,57,57,57,57,42,42,23,23,54,54,58,58,80,56,47,42
CB,DJ Killings,25,FA,0,0,80,82,86,89,46,47,70,72,37,38,37,38,37,38,44,45,67,69,63,65,75,42,39,37
CB,Ryan Lewis,26,FA,0,0,82,84,88,90,44,45,70,71,39,40,39,40,43,44,43,44,68,69,66,67,78,45,44,43
CB,Jamal Perry,26,FA,0,0,84,86,87,89,41,42,69,70,45,46,45,46,39,40,46,47,69,70,68,69,77,42,40,39
DL,Shakir Soto,26,FA,0,0,40,41,50,51,71,72,56,57,65,66,65,66,43,44,34,35,41,42,47,48,57,53,46,43
LB,Austin Calitro,26,CIN,1,500000,67,69,82,84,53,55,68,70,63,65,63,65,48,49,37,38,61,63,65,67,73,49,48,48
LB,Christian Kuntz,26,FA,0,0,51,53,66,68,67,69,64,66,57,59,57,59,43,44,45,46,48,49,52,54,54,52,46,43
CB,Emmanuel Moseley,24,FA,0,0,84,87,88,91,46,48,72,75,36,37,36,37,51,53,38,40,74,77,66,69,84,50,51,51
CB,Deatrick Nichols,26,FA,0,0,82,84,91,93,41,42,72,73,33,34,33,34,35,36,46,47,69,70,66,67,82,46,39,35
CB,Robert Jackson,27,FA,0,0,82,83,83,84,42,42,66,67,36,36,36,36,37,37,43,43,67,68,62,63,71,40,38,37
CB,Danny Johnson,25,FA,0,0,82,84,81,83,39,40,64,66,32,33,32,33,36,37,48,49,63,65,59,61,77,40,37,36
CB,Linden Stephens,25,FA,0,0,82,84,82,84,47,48,66,68,38,39,38,39,36,37,45,46,62,64,62,64,77,41,38,36
CB,Holton Hill,23,FA,0,0,78,81,89,92,42,44,70,74,47,49,47,49,50,53,40,42,65,68,68,71,71,48,49,50
EDGE,Demone Harris,25,FA,0,0,54,56,71,73,59,61,64,66,55,57,55,57,38,39,28,29,50,52,53,55,75,47,41,38
LB,Jacob T-Mariner,24,FA,0,0,54,54,73,73,53,53,64,64,54,54,54,54,36,36,23,23,48,48,53,53,75,44,39,36
EDGE,Jonathan Wynn,25,FA,0,0,54,56,77,79,54,56,67,69,49,50,49,50,34,35,35,36,44,45,53,55,49,44,37,34
DL,Daniel Ekuale,26,FA,0,0,46,47,67,68,63,64,64,65,54,55,54,55,39,40,25,26,47,48,49,50,71,49,42,39
DL,Tyler Lancaster,26,FA,0,0,51,52,68,69,78,80,68,69,59,60,59,60,51,52,15,15,50,51,53,54,73,60,54,51
EDGE,Kendal Vickers,25,FA,0,0,51,53,65,67,51,53,61,63,54,56,54,56,35,36,25,26,47,48,51,53,71,53,41,35
LB,Jason Cabinda,24,FA,0,0,67,70,83,86,51,54,68,71,63,66,63,66,45,47,39,41,60,63,65,68,67,47,46,45
DL,Hercules Mata'afa,25,MIN,1,500000,61,63,77,79,63,65,68,70,54,56,54,56,38,39,25,26,52,54,56,58,82,48,41,38
CB,Montrel Meander,26,FA,0,0,82,84,84,86,46,47,68,69,35,36,35,36,31,32,42,43,65,66,62,63,71,38,33,31
LB,Ezekiel Turner,24,FA,0,0,69,72,84,87,45,48,68,72,48,51,48,51,36,38,42,45,57,60,62,66,75,40,37,36
S,Chris Cooper,26,FA,0,0,80,82,85,88,43,44,68,70,47,48,47,48,34,35,44,45,63,65,66,68,71,37,35,34
CB,Chris Lammons,24,FA,0,0,80,83,82,85,39,41,65,68,48,50,48,50,35,36,43,45,62,64,64,67,65,38,36,35
S,JT Gray,24,FA,0,0,78,81,84,87,46,48,68,71,52,55,52,55,38,40,44,46,62,65,66,69,75,43,40,38
CB,Tony Brown,24,FA,0,0,88,91,90,93,41,43,71,74,35,36,35,36,43,45,37,38,67,70,68,71,78,44,43,43
S,AJ Moore,25,FA,0,0,84,87,81,84,45,47,67,70,45,47,45,47,41,43,43,45,63,66,64,67,75,44,42,41
CB,J.C. Jackson,25,FA,0,0,80,82,86,89,41,42,69,71,35,36,35,36,75,77,49,50,75,77,63,65,77,60,70,75
CB,Kevin Toliver,25,FA,0,0,78,80,88,91,44,45,70,72,41,42,41,42,43,44,43,44,68,70,65,67,63,44,43,43
CB,Tre Herndon,24,FA,0,0,78,81,91,94,40,42,70,73,38,40,38,40,57,59,41,43,71,74,66,69,67,50,55,57
DL,Bruce Hector,26,FA,0,0,52,53,55,56,71,72,64,65,67,68,67,68,36,37,20,20,48,49,53,54,63,50,41,36
S,Sean Chandler,24,FA,0,0,69,72,77,80,41,43,62,65,49,51,49,51,44,46,47,49,59,62,58,61,77,43,44,44
LB,James Crawford,26,FA,0,0,59,61,77,79,52,54,64,66,59,61,59,61,43,44,39,40,55,57,58,60,75,47,44,43
LB,Tae Davis,24,FA,0,0,61,64,80,83,53,56,65,68,59,62,59,62,51,54,35,37,59,62,60,63,73,50,51,51
LB,Chris Board,25,FA,0,0,73,76,88,91,49,51,72,75,61,63,61,63,43,45,39,41,65,68,70,73,77,45,44,43
LB,Frankie Luvu,24,FA,0,0,57,60,84,87,52,55,68,71,55,58,55,58,51,54,38,40,57,60,60,63,78,50,51,51
S,Trayvon Henderson,25,FA,0,0,73,76,85,88,40,42,66,69,47,49,47,49,42,44,49,51,67,70,63,66,71,42,42,42
LB,Robert Spillane,25,FA,0,0,61,63,79,82,51,53,64,67,63,66,63,66,39,41,41,43,54,56,61,63,73,44,41,39
CB,Grant Haley,24,NYG,1,500000,82,82,97,97,42,42,76,76,39,39,39,39,48,48,42,42,72,72,72,72,73,47,48,48
CB,Mike Ford,25,FA,0,0,80,82,94,97,41,42,74,76,35,36,35,36,48,49,50,52,76,78,68,70,71,46,47,48
S,Ryan Neal,25,FA,0,0,80,83,82,85,44,46,66,69,48,50,48,50,38,40,46,48,66,69,64,67,75,42,39,38
LB,Corey Thompson,27,FA,0,0,69,70,81,83,50,51,66,67,54,55,54,55,46,47,34,35,63,64,62,63,59,47,46,46
EDGE,Mike Love,26,FA,0,0,57,58,75,77,57,58,65,66,55,56,55,56,41,42,28,29,55,56,55,56,59,48,43,41
CB,Craig James,24,FA,0,0,78,78,87,87,40,40,68,68,39,39,39,39,38,38,43,43,63,63,64,64,67,41,39,38
S,C.J. Reavis,25,FA,0,0,73,76,80,83,41,43,64,67,46,48,46,48,41,43,44,46,58,60,60,62,69,41,41,41
DL,Lyndon Johnson,26,FA,0,0,51,52,55,56,65,66,60,61,54,55,54,55,41,42,28,29,51,52,48,49,67,45,42,41
S,Jeremy Reaves,24,FA,0,0,69,69,76,76,43,43,62,62,46,46,46,46,33,33,41,41,52,52,56,56,71,38,35,33
DL,John Atkins,28,FA,0,0,43,43,54,54,63,63,58,58,59,59,59,59,39,39,25,25,41,41,47,47,71,48,42,39
S,Dallin Leavitt,26,FA,0,0,75,77,89,92,44,45,72,74,46,47,46,47,40,41,48,49,66,68,66,68,71,43,41,40
LB,Jamal Davis II,25,FA,0,0,73,76,82,85,51,53,68,71,53,55,53,55,35,36,33,34,62,64,63,66,75,44,38,35
LB,Jordan Brailford,25,FA,0,0,69,72,76,79,54,56,66,69,49,51,49,51,43,45,33,34,61,63,57,59,61,47,44,43
EDGE,Porter Gustin,23,CLE,1,500000,67,67,82,82,71,71,75,75,54,54,54,54,38,38,31,31,60,60,62,62,65,52,43,38
LB,Sutton Smith,24,FA,0,0,67,70,87,90,52,55,69,72,54,57,54,57,43,45,39,41,60,63,65,68,75,55,47,43
LB,Jachai Polite,22,FA,0,0,63,65,83,85,63,65,72,74,53,55,53,55,41,42,39,40,57,59,61,63,75,55,46,41
EDGE,Jalen Jelks,24,FA,0,0,54,56,76,79,54,56,64,67,52,54,52,54,40,42,28,29,52,54,53,55,75,46,42,40
EDGE,Charles Omenihu,23,FA,0,0,54,54,77,77,61,61,66,66,54,54,54,54,54,54,33,33,59,59,54,54,78,55,54,54
DL,Gerald Willis III,25,FA,0,0,48,49,67,69,69,71,65,67,57,59,57,59,43,44,22,23,47,48,51,53,69,52,46,43
DL,Kevin Givens,23,FA,0,0,50,53,68,71,73,76,66,69,57,60,57,60,38,40,22,23,48,50,52,55,75,52,43,38
DL,P.J. Johnson,24,FA,0,0,43,43,58,58,71,71,62,62,55,55,55,55,39,39,14,14,42,42,47,47,67,49,42,39
LB,Te'Von Coney,23,FA,0,0,69,72,81,84,50,53,68,72,75,80,75,80,35,37,41,43,54,57,69,73,61,45,38,35
LB,Nate Hall,24,FA,0,0,67,67,84,84,45,45,67,67,51,51,51,51,47,47,48,48,57,57,62,62,71,47,47,47
LB,Otaro Alaka,24,FA,0,0,61,61,81,81,54,54,68,68,63,63,63,63,39,39,38,38,59,59,62,62,75,46,41,39
LB,Tyrel Dodson,22,FA,0,0,55,58,75,78,53,56,63,67,55,59,55,59,54,58,41,44,50,54,55,59,98,52,53,54
LB,Josiah Tauaefa,23,FA,0,0,57,58,82,83,52,53,67,68,59,60,59,60,38,38,41,41,54,55,60,61,75,44,40,38
LB,Vosean Joseph,23,FA,0,0,73,76,81,84,51,54,68,72,57,60,57,60,45,48,39,41,58,61,64,68,75,47,46,45
CB,Mark Fields,24,MIN,2,500000,86,86,88,88,44,44,71,71,38,38,38,38,34,34,41,41,69,69,67,67,71,31,33,34
CB,Alijah Holder,24,FA,0,0,73,73,90,90,39,39,70,70,36,36,36,36,40,40,45,45,66,66,63,63,67,40,40,40
S,Jaquan Johnson,25,FA,0,0,69,72,84,87,44,46,67,70,52,54,52,54,48,50,47,49,62,64,63,66,71,46,47,48
S,Chris Johnson,25,FA,0,0,75,78,85,88,37,38,63,66,48,50,48,50,39,41,44,46,67,70,65,68,73,41,40,39
S,Andrew Wingard,24,FA,0,0,75,78,87,90,39,41,68,71,48,50,48,50,39,41,44,46,66,69,66,69,78,41,40,39
S,Malik Gant,23,FA,0,0,71,74,83,86,48,51,66,70,55,58,55,58,39,41,39,41,59,63,64,68,55,45,41,39
LB,Mark McLaurin,23,FA,0,0,67,68,80,81,44,44,65,66,49,49,49,49,39,39,43,43,60,61,59,60,75,41,40,39
CB,Michael Joseph,25,FA,0,0,77,79,86,89,41,42,68,70,35,36,35,36,35,36,50,52,62,64,62,64,78,43,38,35
LB,Josh Woods,24,FA,0,0,71,74,80,83,46,48,64,67,55,58,55,58,41,43,43,45,57,60,62,65,75,42,41,41
LB,James Vaughters,27,FA,0,0,54,55,77,79,46,47,62,63,55,56,55,56,41,42,33,34,52,53,55,56,73,40,41,41
EDGE,Frank Herron,26,FA,0,0,50,51,58,59,67,68,62,63,55,56,55,56,41,42,22,22,45,46,49,50,73,51,44,41
CB,Arrion Springs,25,FA,0,0,80,82,83,85,46,47,68,70,39,40,39,40,38,39,45,46,60,62,62,64,75,42,39,38
EDGE,Henry Mondeaux,25,FA,0,0,54,56,71,73,55,57,64,66,61,63,61,63,35,36,20,21,48,49,55,57,80,46,39,35
EDGE,Cavon Walker,26,FA,0,0,54,55,70,71,61,62,64,65,69,70,69,70,35,36,20,20,47,48,57,58,80,48,39,35
LB,Rob McCray,24,FA,0,0,59,62,70,73,50,53,61,64,55,58,55,58,35,37,32,34,51,54,55,58,69,35,35,35
LB,Sam Eguavoen,27,FA,0,0,67,68,80,82,50,51,66,67,61,62,61,62,44,45,41,42,64,65,63,64,75,47,45,44
LB,Trent Harris,25,FA,0,0,51,53,78,81,49,51,63,66,54,56,54,56,43,45,38,40,52,54,54,56,69,45,44,43
LB,Davin Bellamy,26,FA,0,0,59,61,72,74,50,52,60,62,57,59,57,59,36,37,33,34,49,50,56,58,61,49,40,36
CB,Donovan Olumba,25,FA,0,0,71,73,86,89,41,42,67,69,39,40,39,40,41,42,45,46,64,66,61,63,71,42,41,41
EDGE,Joe Ostman,25,FA,0,0,59,61,81,83,71,73,72,74,57,59,57,59,38,39,32,33,58,60,60,62,67,51,42,38
CB,Mike Jackson,23,FA,0,0,80,83,85,88,43,46,68,73,43,46,43,46,45,48,47,50,70,75,65,70,75,45,45,45
CB,Xavier Crawford,25,FA,0,0,80,82,88,91,39,40,68,70,38,39,38,39,45,46,41,42,70,72,65,67,67,43,44,45
CB,Tim Harris,25,FA,0,0,77,79,85,88,41,42,67,69,41,42,41,42,43,44,46,47,68,70,63,65,61,43,43,43
CB,Jordan Brown,24,FA,0,0,78,81,88,91,40,42,68,71,39,41,39,41,44,46,48,50,70,74,65,68,77,44,44,44
CB,Stephen Denmark,24,FA,0,0,82,85,83,86,49,51,70,73,45,47,45,47,33,34,52,54,69,72,65,68,71,42,36,33
CB,Ken Webster,24,FA,0,0,82,85,88,91,46,48,71,74,43,45,43,45,42,44,45,47,71,74,67,70,65,44,43,42
EDGE,Shareef Miller,23,FA,0,0,65,68,79,82,52,55,66,69,52,55,52,55,46,48,28,29,55,58,59,62,80,48,47,46
EDGE,Gerri Green,25,FA,0,0,71,73,75,77,52,54,64,66,61,63,61,63,40,41,41,42,58,60,62,64,78,59,46,40
EDGE,Darryl Johnson Jr.,23,FA,0,0,57,60,83,86,54,57,69,72,54,57,54,57,39,41,46,48,55,58,59,62,77,46,41,39
EDGE,Quinton Bell,24,FA,0,0,77,80,76,79,54,56,66,69,52,54,52,54,32,33,47,49,63,66,61,63,75,42,35,32
EDGE,Michael Dogbe,24,FA,0,0,50,52,68,71,75,78,69,72,55,57,55,57,41,43,25,26,48,50,51,53,78,54,45,41
DL,Demarcus Christmas,25,SEA,3,500000,48,49,59,61,67,69,63,65,63,65,63,65,44,45,20,21,45,46,51,53,84,52,47,44
LB,Dakota Allen,25,FA,0,0,61,63,85,88,52,54,70,73,61,63,61,63,36,37,33,34,59,61,64,67,77,45,39,36
DL,Albert Huggins Jr.,23,FA,0,0,48,48,66,66,80,80,69,69,54,54,54,54,39,39,19,19,46,46,50,50,78,55,44,39
EDGE,Jonathan Ledbetter,23,FA,0,0,50,53,68,71,65,68,64,67,63,66,63,66,41,43,25,26,47,49,54,57,77,50,44,41
EDGE,Wyatt Ray,24,FA,0,0,57,59,76,79,59,61,66,69,52,54,52,54,41,43,17,18,50,52,54,56,77,42,41,41
LB,Joe Giles-Harris,23,FA,0,0,63,66,81,84,49,52,66,70,63,67,63,67,40,42,38,40,54,57,63,67,77,45,42,40
EDGE,Malik Carney,25,FA,0,0,61,63,74,76,59,61,66,68,54,56,54,56,41,42,31,32,54,56,56,58,73,47,43,41
CB,Saivion Smith,23,FA,0,0,71,74,83,86,41,43,65,68,43,45,43,45,38,40,46,48,59,62,60,63,73,38,38,38
CB,John Franklin III,26,FA,0,0,86,88,86,88,48,49,71,72,41,42,41,42,33,34,38,39,66,67,67,68,69,41,36,33
CB,Andre Chachere,24,FA,0,0,78,81,90,93,42,44,72,76,37,39,37,39,33,35,45,47,68,71,65,68,75,33,33,33
S,Steven Parker,25,FA,0,0,73,76,87,90,36,37,67,70,51,53,51,53,47,49,43,45,67,70,66,69,82,44,46,47
CB,Chris Westry,23,FA,0,0,88,91,84,87,43,45,67,70,38,40,38,40,37,39,44,46,69,72,65,68,88,41,38,37
LB,Josh Watson,24,FA,0,0,65,65,81,81,50,50,67,67,61,61,61,61,37,37,37,37,60,60,63,63,75,43,39,37
LB,Troy Reeder,26,FA,0,0,71,73,80,82,55,57,68,70,61,63,61,63,47,48,41,42,64,66,64,66,71,49,48,47
LB,Chris Peace,24,FA,0,0,63,66,78,81,54,57,67,70,53,56,53,56,39,41,32,34,53,56,58,61,73,46,41,39
LB,Luke Gifford,25,FA,0,0,69,72,83,86,54,56,69,72,55,57,55,57,38,40,43,45,61,63,63,66,63,45,40,38
LB,Azeez Al-Shaair,23,FA,0,0,65,66,77,78,48,48,63,64,57,58,57,58,38,38,41,41,55,56,59,60,61,43,40,38
LB,Kyle Phillips,23,FA,0,0,67,68,75,76,55,56,65,66,55,56,55,56,46,46,29,29,56,57,58,59,75,49,47,46
S,C.J. Moore,25,FA,0,0,82,85,81,84,43,45,66,69,48,50,48,50,39,41,46,48,65,68,64,67,61,42,40,39
DL,Kevin Strong,24,FA,0,0,46,46,58,58,61,61,60,60,55,55,55,55,39,39,32,32,45,45,47,47,69,48,42,39
LB,Jordan Kunaszyk,24,FA,0,0,63,63,77,77,51,51,64,64,63,63,63,63,44,44,44,44,56,56,60,60,77,46,45,44
CB,Keisean Nixon,23,FA,0,0,84,87,80,83,38,40,63,66,42,44,42,44,35,37,45,47,60,63,62,65,69,39,36,35
DL,Shy Tuttle,25,FA,0,0,54,56,71,73,65,67,65,67,61,63,61,63,44,45,32,33,50,52,55,57,69,52,47,44
EDGE,Isaiah Mack,24,FA,0,0,52,52,68,68,63,63,65,65,65,65,65,65,40,40,24,24,50,50,55,55,77,50,43,40
DL,Bryan Mone,25,SEA,1,500000,39,40,53,55,69,71,60,62,57,59,57,59,37,38,18,19,40,41,45,46,67,49,41,37
LB,Tuzar Skipper,25,FA,0,0,54,56,80,83,61,63,69,72,59,61,59,61,38,40,37,38,53,55,58,60,75,48,41,38
LB,Curtis Bolton,25,FA,0,0,73,76,80,83,48,50,66,69,59,61,59,61,41,43,38,40,64,67,64,67,71,44,42,41
CB,Nate Meadors,23,FA,0,0,77,77,85,85,43,43,68,68,48,48,48,48,40,40,46,46,66,66,65,65,69,43,41,40
DL,Ira Savage-Lewis,24,FA,0,0,49,51,68,71,61,63,63,66,54,56,54,56,43,45,26,27,48,50,51,53,82,38,41,43
LB,Greg Roberts,24,FA,0,0,67,67,84,84,45,45,67,67,51,51,51,51,47,47,48,48,57,57,62,62,71,47,47,47
EDGE,Jonathan Harris,24,FA,0,0,47,49,69,72,65,68,64,67,57,59,57,59,37,38,19,20,47,49,51,53,71,48,41,37
CB,Shakial Taylor,24,FA,0,0,80,83,80,83,37,39,63,66,38,40,38,40,37,39,48,50,64,67,60,63,73,39,38,37
LB,Noah Dawkins,23,FA,0,0,78,79,80,81,48,48,66,67,55,56,55,56,41,41,39,39,59,60,65,66,73,44,42,41
CB,Nik Needham,24,FA,0,0,73,76,87,90,40,42,67,70,38,40,38,40,51,53,48,50,63,66,62,64,71,47,50,51
S,Jake Gervase,25,FA,0,0,75,78,89,92,48,50,73,76,48,50,48,50,36,37,48,50,67,70,67,70,75,42,38,36
DL,Anthony Rush,24,FA,0,0,45,45,58,58,75,75,64,64,63,63,63,63,39,39,25,25,44,44,50,50,75,53,44,39
CB,Kareem Orr,23,FA,0,0,84,87,80,83,41,43,64,67,43,45,43,45,35,37,41,43,60,63,63,66,84,40,37,35
CB,Tae Hayes,23,FA,0,0,75,75,87,87,43,43,69,69,36,36,36,36,43,43,50,50,65,65,62,62,75,44,43,43
CB,Brandon Watson,25,FA,0,0,77,79,90,93,42,43,71,73,35,36,35,36,39,40,45,46,69,71,64,66,77,42,40,39
LB,Kahzin Daniels,25,FA,0,0,59,61,75,78,51,53,63,66,54,56,54,56,39,41,24,25,51,53,56,58,71,44,41,39
CB,Mazzi Wilkins,25,FA,0,0,69,71,78,80,43,44,62,64,40,41,40,41,43,44,42,43,56,58,55,57,78,43,43,43
CB,Kyron Brown,24,FA,0,0,73,76,80,83,41,43,64,67,38,40,38,40,39,41,47,49,63,66,57,59,75,41,40,39
DL,Brandin Bryant,27,FA,0,0,54,55,75,76,84,85,75,76,54,55,54,55,36,36,30,30,48,48,54,55,75,56,43,36
EDGE,Austin Larkin,25,FA,0,0,54,56,74,76,82,84,71,73,41,42,41,42,35,36,15,15,47,48,49,50,48,52,41,35
LB,Ahmad Gooden,25,FA,0,0,53,55,75,78,51,53,62,64,54,56,54,56,39,41,25,26,50,52,54,56,77,44,41,39
EDGE,Ryan Bee,25,FA,0,0,54,56,74,76,82,84,71,73,41,42,41,42,35,36,15,15,47,48,49,50,48,52,41,35
LB,Derick Roberson,25,FA,0,0,63,66,81,84,50,52,66,69,57,59,57,59,41,43,33,34,58,60,61,63,73,46,43,41
CB,Nate Brooks,25,FA,0,0,71,73,92,95,39,40,71,73,35,36,35,36,43,44,48,49,71,73,63,65,71,42,43,43
DL,Freedom Akinmoladun,24,FA,0,0,53,53,72,72,54,54,64,64,54,54,54,54,36,36,24,24,50,50,53,53,69,44,39,36
DL,Malcolm Roach,21,FA,0,0,47,48,74,75,67,68,68,69,41,42,41,42,35,36,20,20,49,50,47,48,69,46,39,35
LB,Joe Bachie,23,FA,0,0,57,60,80,83,67,70,65,69,67,71,67,71,50,53,41,43,52,55,62,66,53,56,52,50
CB,Lavert Hill,23,KC,3,500000,82,85,84,87,54,57,70,74,51,54,51,54,41,43,43,45,68,71,67,70,80,46,43,41
S,J.R. Reed,22,JAX,3,500000,75,78,95,98,36,39,72,77,57,61,57,61,35,37,53,56,73,78,74,79,88,36,35,35
LB,Jordan Williams,27,FA,0,0,52,53,71,72,54,55,61,62,51,52,51,52,37,38,25,26,48,49,51,52,78,44,39,37
LB,Michael Divinity,22,FA,0,0,63,66,85,88,43,46,69,74,54,58,54,58,48,51,41,44,60,64,63,67,77,47,48,48
EDGE,Domata Peko,36,FA,0,0,41,41,57,57,80,80,64,64,59,59,59,59,75,75,17,17,50,50,47,47,84,69,73,75
EDGE,Clinton McDonald,33,FA,0,0,52,52,65,65,77,77,69,69,61,61,61,61,49,49,22,22,48,48,53,53,71,59,52,49
LB,Wesley Woodyard,34,FA,0,0,65,65,79,79,47,47,64,64,73,73,73,73,65,65,48,48,62,62,65,65,90,55,62,65
LB,Dekoda Watson,32,FA,0,0,69,69,85,85,50,50,70,70,52,52,52,52,46,46,41,41,65,65,64,64,69,48,47,46
CB,Aqib Talib,34,FA,0,0,75,75,91,91,50,50,74,74,42,42,42,42,61,61,63,63,78,78,66,66,73,58,60,61
EDGE,Michael Bennett Jr,35,FA,0,0,52,52,76,76,82,82,74,74,71,71,71,71,63,63,28,28,54,54,59,59,84,69,65,63
CB,Dominique R-Cromartie,34,FA,0,0,84,84,90,90,43,43,71,71,34,34,34,34,52,52,57,57,75,75,66,66,73,49,51,52
CB,Brandon Carr,34,FA,0,0,75,75,85,85,40,40,67,67,48,48,48,48,59,59,49,49,70,70,65,65,98,53,57,59
LB,Pernell McPhee,32,FA,0,0,55,55,76,76,84,84,73,73,67,67,67,67,57,57,30,30,54,54,59,59,67,67,60,57
EDGE,Jabaal Sheard,31,FA,0,0,63,63,74,74,61,61,67,67,67,67,67,67,69,69,33,33,62,62,61,61,78,64,67,69
LB,Sam Acho,32,FA,0,0,61,61,81,81,53,53,67,67,65,65,65,65,53,53,38,38,58,58,63,63,77,52,53,53
